# y, u-velocity, v-velocity, w-velocity, pressure, vis, vorticity, normal, ko2_tke, ko2_omega
1.945083856582641602e+00 6.728669404983520508e-01 -1.629159264091017967e-12 0.000000000000000000e+00 -3.362294194175774464e-07 5.937608075328171253e-04 4.121770858764648438e+00 5.499655753374099731e-02 7.854345254600048065e-03 1.302082633972167969e+01
1.950308084487915039e+00 6.499231457710266113e-01 -1.632763152112359784e-12 0.000000000000000000e+00 -3.362293341524491552e-07 5.045221187174320221e-04 4.715952873229980469e+00 4.976837709546089172e-02 7.630253210663795471e-03 1.483686447143554688e+01
1.955227136611938477e+00 6.251316070556640625e-01 -1.626742035347461535e-12 0.000000000000000000e+00 -3.362294194175774464e-07 4.220976261422038078e-04 5.431507587432861328e+00 4.484495520591735840e-02 7.345682941377162933e-03 1.702196884155273438e+01
1.959857463836669922e+00 5.981698632240295410e-01 -1.608043234159473034e-12 0.000000000000000000e+00 -3.362293057307397248e-07 3.466925409156829119e-04 6.296784400939941406e+00 4.021074622869491577e-02 6.987207103520631790e-03 1.967657089233398438e+01
1.964214682579040527e+00 5.686661601066589355e-01 -1.573451221745236772e-12 0.000000000000000000e+00 -3.362292204656114336e-07 2.785057586152106524e-04 7.345084667205810547e+00 3.584967553615570068e-02 6.539079360663890839e-03 2.293704414367675781e+01
1.968313932418823242e+00 5.362037420272827148e-01 -1.519031536841020102e-12 0.000000000000000000e+00 -3.362293625741585856e-07 2.176900743506848812e-04 8.613303184509277344e+00 3.174697980284690857e-02 5.984552670270204544e-03 2.699609184265136719e+01
1.972169280052185059e+00 5.003209114074707031e-01 -1.441002699109628082e-12 0.000000000000000000e+00 -3.362292488873208640e-07 1.642307906877249479e-04 1.014797210693359375e+01 2.788830175995826721e-02 5.308628547936677933e-03 3.214303207397460938e+01
1.975794315338134766e+00 4.604869782924652100e-01 -1.336308559467258572e-12 0.000000000000000000e+00 -3.362292204656114336e-07 1.172833071905188262e-04 1.201080417633056641e+01 2.426000684499740601e-02 4.501472692936658859e-03 3.885253524780273438e+01
1.979202270507812500e+00 4.160708487033843994e-01 -1.204455914345647916e-12 0.000000000000000000e+00 -3.362291636221925728e-07 7.649580948054790497e-05 1.422120761871337891e+01 2.084892056882381439e-02 3.570390399545431137e-03 4.797360992431640625e+01
1.982405304908752441e+00 3.667145073413848877e-01 -1.046816387913207524e-12 0.000000000000000000e+00 -3.362290499353548512e-07 4.381189864943735301e-05 1.662407112121582031e+01 1.764298789203166962e-02 2.570055425167083740e-03 6.117403411865234375e+01
1.985415101051330566e+00 3.130241036415100098e-01 -8.685472588539078220e-13 0.000000000000000000e+00 -3.362290783570642816e-07 2.112438778567593545e-05 1.884911727905273438e+01 1.463049650192260742e-02 1.621237955987453461e-03 8.217387390136718750e+01
1.988242745399475098e+00 2.568666636943817139e-01 -6.773920075038575295e-13 0.000000000000000000e+00 -3.362289930919359904e-07 8.097145837382413447e-06 2.050409507751464844e+01 1.180011127144098282e-02 8.665283676236867905e-04 1.201562576293945312e+02
1.990898966789245605e+00 2.006923556327819824e-01 -4.855326210528865261e-13 0.000000000000000000e+00 -3.362289646702265600e-07 2.313136747034150176e-06 2.145395469665527344e+01 9.141451679170131683e-03 3.797566751018166542e-04 2.000192260742187500e+02
1.993393540382385254e+00 1.464122086763381958e-01 -3.066364707721841443e-13 0.000000000000000000e+00 -3.362289362485171296e-07 4.514296279012341984e-07 2.187202644348144531e+01 6.644494365900754929e-03 1.295730762649327517e-04 4.028696594238281250e+02
1.995736002922058105e+00 9.491336345672607422e-02 -1.539761970269920566e-13 0.000000000000000000e+00 -3.362291352004831424e-07 5.116914536529293400e-08 2.202737808227539062e+01 4.299763590097427368e-03 3.069453669013455510e-05 1.102301513671875000e+03
1.997935414314270020e+00 4.637362435460090637e-02 -4.511301542834550427e-14 0.000000000000000000e+00 -3.362291352004831424e-07 2.292659839753241613e-09 2.226548385620117188e+01 2.098321449011564255e-03 3.900365300069097430e-06 5.486000976562500000e+03
2.000000000000000000e+00 3.999022301286458969e-04 -1.581507243686355174e-14 0.000000000000000000e+00 -3.362287372965511167e-07 4.963102411686959314e-13 2.246090126037597656e+01 9.057926035893615335e-06 2.059905026889798426e-25 1.087955156250000000e+05
